TIME,GEO,SEX,AGE,UNIT,ISCED11,Value,Flag and Footnotes
2015,Belgium,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",71.3,
2015,Belgium,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),38.7,
2015,Belgium,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),32.7,
2015,Bulgaria,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",22.2,
2015,Bulgaria,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",77.8,
2015,Bulgaria,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),53.7,
2015,Bulgaria,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),24.1,
2015,Czech Republic,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",12.4,
2015,Czech Republic,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",87.6,
2015,Czech Republic,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),67.8,
2015,Czech Republic,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),19.8,
2015,Denmark,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",27.3,
2015,Denmark,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",72.7,
2015,Denmark,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),42.0,
2015,Denmark,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),30.7,
2015,Germany (until 1990 former territory of the FRG),Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",19.8,
2015,Germany (until 1990 former territory of the FRG),Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",80.2,
2015,Germany (until 1990 former territory of the FRG),Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),56.4,
2015,Germany (until 1990 former territory of the FRG),Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),23.8,
2015,Estonia,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",15.1,
2015,Estonia,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",84.9,
2015,Estonia,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),51.6,
2015,Estonia,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),33.3,
2015,Ireland,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",24.9,
2015,Ireland,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",75.1,
2015,Ireland,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),37.7,
2015,Ireland,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),37.4,
2015,Greece,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",31.5,
2015,Greece,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",68.5,
2015,Greece,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),43.0,
2015,Greece,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),25.4,
2015,Spain,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",43.5,
2015,Spain,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",56.5,
2015,Spain,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),24.4,
2015,Spain,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),32.1,
2015,France,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",26.0,
2015,France,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",74.0,
2015,France,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),43.6,
2015,France,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),30.4,
2015,Croatia,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",20.3,
2015,Croatia,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",79.7,
2015,Croatia,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),60.1,
2015,Croatia,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),19.6,
2015,Italy,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",41.9,
2015,Italy,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",58.1,
2015,Italy,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),42.7,
2015,Italy,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),15.5,
2015,Cyprus,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",25.5,
2015,Cyprus,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",74.5,
2015,Cyprus,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),38.1,
2015,Cyprus,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),36.4,
2015,Latvia,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",15.6,
2015,Latvia,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",84.4,
2015,Latvia,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),56.3,
2015,Latvia,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),28.1,
2015,Lithuania,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",13.8,
2015,Lithuania,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",86.2,
2015,Lithuania,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),53.0,
2015,Lithuania,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),33.2,
2015,Luxembourg,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",30.3,b
2015,Luxembourg,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",69.7,b
2015,Luxembourg,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),34.5,b
2015,Luxembourg,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),35.2,b
2015,Hungary,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",21.9,
2015,Hungary,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",78.1,
2015,Hungary,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),57.2,
2015,Hungary,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),20.9,
2015,Malta,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",52.4,
2015,Malta,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",47.6,
2015,Malta,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),29.5,
2015,Malta,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),18.1,
2015,Netherlands,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",28.4,
2015,Netherlands,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",71.6,
2015,Netherlands,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),41.1,
2015,Netherlands,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),30.5,
2015,Austria,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",19.6,
2015,Austria,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",80.4,
2015,Austria,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),52.3,
2015,Austria,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),28.1,
2015,Poland,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",15.2,
2015,Poland,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",84.8,
2015,Poland,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),60.3,
2015,Poland,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),24.4,
2015,Portugal,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",54.4,
2015,Portugal,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",45.6,
2015,Portugal,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),24.9,
2015,Portugal,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),20.7,
2015,Romania,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",29.4,
2015,Romania,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",70.6,
2015,Romania,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),55.6,
2015,Romania,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),15.0,
2015,Slovenia,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",17.4,
2015,Slovenia,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",82.6,
2015,Slovenia,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),55.9,
2015,Slovenia,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),26.6,
2015,Slovakia,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",14.6,
2015,Slovakia,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",85.4,
2015,Slovakia,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),66.5,
2015,Slovakia,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),18.9,
2015,Finland,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",19.2,
2015,Finland,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",80.8,
2015,Finland,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),45.3,
2015,Finland,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),35.5,
2015,Sweden,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",21.6,
2015,Sweden,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",78.4,
2015,Sweden,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),44.4,
2015,Sweden,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),34.0,
2015,United Kingdom,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",20.3,
2015,United Kingdom,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",79.7,
2015,United Kingdom,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),42.1,
2015,United Kingdom,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),37.6,
2015,Iceland,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",32.5,
2015,Iceland,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",67.5,
2015,Iceland,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),35.8,
2015,Iceland,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),31.7,
2015,Norway,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",24.3,
2015,Norway,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",75.7,
2015,Norway,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),38.9,
